1,0,9,52,1243
1,1,21,52,1079
1,2,12,54,1171
1,3,15,52,1146
1,4,21,49,1476
1,5,21,55,1044
1,6,9,50,1031 
1,7,18,43,1302
1,8,13,43,1420
1,9,8,51,1423
1,10,13,51,1401
1,11,11,54,1068
1,12,18,42,1123
1,13,34,52,1372
1,14,5,41,1233
1,15,11,47,1234
1,16,18,53,1199
1,17,11,52,1157
1,18,16,49,1481
1,19,31,51,1057
1,20,7,40,1299
1,21,22,51,1207
1,22,8,47,1094
1,23,16,47,1121
2,0,14,46,1087
2,1,6,45,1163
2,2,15,53,1336
2,3,23,50,1481
2,4,10,44,1070
2,5,19,47,1400
2,6,19,43,1443
2,7,21,40,1067
2,8,35,40,1452
2,9,33,55,1308
2,10,12,50,1067
2,11,14,41,1245
2,12,23,54,1203
2,13,5,47,1086
2,14,20,41,1148
2,15,19,47,1232
2,16,13,51,1217
2,17,25,45,1171
2,18,13,48,1312
2,19,31,43,1023
2,20,34,48,1228
2,21,35,48,1065
2,22,32,48,1012
2,23,24,55,1152
3,0,19,45,1479
3,1,27,47,1190
3,2,19,51,1454
3,3,35,45,1436
3,4,30,49,1134
3,5,13,41,1141
3,6,30,42,1105
3,7,20,40,1492
3,8,6,51,1137
3,9,27,47,1397
3,10,15,44,1499
3,11,7,41,1236
3,12,7,53,1002
3,13,8,40,1314
3,14,20,49,1331
3,15,10,41,1500
3,16,24,40,1280
3,17,21,41,1454
3,18,6,49,1257
3,19,12,54,1308
3,20,23,41,1075
3,21,23,47,1391
3,22,21,44,1334
3,23,31,49,1493
4,0,10,46,1229
4,1,7,46,1262
4,2,26,52,1409
4,3,9,46,1032
4,4,34,43,1496
4,5,22,45,1064
4,6,22,52,1194
4,7,17,54,1066
4,8,5,44,1188
4,9,15,52,1220
4,10,33,46,1398
4,11,10,45,1216
4,12,20,44,1404
4,13,6,43,1471
4,14,15,53,1158
4,15,33,44,1339
4,16,20,46,1468
4,17,6,52,1321
4,18,20,51,1052
4,19,24,52,1466
4,20,20,53,1480
4,21,14,51,1034
4,22,31,49,1326
4,23,10,44,1477
5,0,21,42,1356
5,1,30,42,1086
5,2,11,52,1218
5,3,7,40,1432
5,4,27,49,1338
5,5,30,49,1055
5,6,35,48,1103
5,7,20,41,1341
5,8,35,46,1168
5,9,23,49,1385
5,10,17,54,1454
5,11,13,49,1168
5,12,9,52,1176
5,13,18,44,1312
5,14,29,55,1358
5,15,10,53,1329
5,16,11,40,1031
5,17,16,50,1007
5,18,20,51,1326
5,19,7,49,1454
5,20,19,50,1127
5,21,25,44,1431
5,22,5,42,1301
5,23,14,49,1454
6,0,16,53,1302
6,1,19,45,1057
6,2,34,47,1234
6,3,10,50,1217
6,4,15,40,1241
6,5,18,49,1033
6,6,15,49,1430
6,7,9,49,1007
6,8,22,46,1313
6,9,20,40,1429
6,10,15,51,1361
6,11,6,44,1108
6,12,24,45,1417
6,13,19,43,1314
6,14,6,45,1079
6,15,31,48,1064
6,16,8,46,1192
6,17,19,50,1092
6,18,17,51,1297
6,19,25,41,1061
6,20,14,54,1193
6,21,27,47,1426
6,22,24,53,1212
6,23,26,40,1043
7,0,27,43,1251
7,1,18,41,1338
7,2,14,43,1025
7,3,10,54,1084
7,4,25,41,1279
7,5,26,40,1064
7,6,18,54,1450
7,7,23,52,1064
7,8,35,49,1199
7,9,22,42,1298
7,10,15,41,1127
7,11,28,49,1305
7,12,16,42,1456
7,13,6,51,1359
7,14,12,54,1114
7,15,6,43,1164
7,16,29,53,1218
7,17,31,51,1489
7,18,13,49,1230
7,19,5,49,1083
7,20,7,49,1478
7,21,34,44,1241
7,22,11,51,1446
7,23,5,49,1042
8,0,28,55,1042
8,1,11,45,1165
8,2,18,52,1129
8,3,25,42,1094
8,4,5,54,1427
8,5,19,40,1333
8,6,24,47,1034
8,7,13,50,1484
8,8,28,49,1457
8,9,20,52,1422
8,10,5,49,1336
8,11,30,42,1457
8,12,26,42,1004
8,13,14,50,1302
8,14,27,47,1294
8,15,26,49,1088
8,16,27,50,1493
8,17,8,46,1015
8,18,28,43,1063
8,19,31,43,1371
8,20,31,49,1076
8,21,13,50,1287
8,22,21,50,1269
8,23,19,40,1042
9,0,10,54,1061
9,1,29,54,1483
9,2,16,40,1001
9,3,32,42,1126
9,4,32,45,1005
9,5,19,47,1178
9,6,28,54,1241
9,7,24,49,1113
9,8,31,47,1482
9,9,31,45,1216
9,10,27,43,1437
9,11,21,44,1396
9,12,18,45,1370
9,13,15,47,1221
9,14,24,51,1263
9,15,24,43,1148
9,16,19,53,1342
9,17,32,50,1032
9,18,24,51,1114
9,19,7,41,1189
9,20,25,49,1142
9,21,9,51,1167
9,22,28,46,1284
9,23,7,52,1237
10,0,26,44,1128
10,1,26,41,1305
10,2,22,51,1186
10,3,23,50,1280
10,4,32,47,1286
10,5,17,48,1047
10,6,15,44,1417
10,7,23,45,1056
10,8,23,40,1346
10,9,17,41,1318
10,10,15,55,1452
10,11,25,49,1155
10,12,16,51,1415
10,13,17,49,1261
10,14,6,41,1430
10,15,27,45,1437
10,16,28,40,1184
10,17,15,46,1235
10,18,32,41,1356
10,19,26,48,1140
10,20,31,52,1491
10,21,33,48,1326
10,22,18,49,1080
10,23,28,55,1285
11,0,34,42,1314
11,1,8,44,1456
11,2,11,55,1320
11,3,31,48,1164
11,4,29,52,1112
11,5,8,53,1109
11,6,27,46,1217
11,7,7,42,1141
11,8,23,45,1345
11,9,28,48,1235
11,10,18,53,1105
11,11,17,55,1032
11,12,26,51,1405
11,13,14,54,1346
11,14,21,40,1017
11,15,29,43,1252
11,16,12,52,1484
11,17,20,43,1274
11,18,28,50,1491
11,19,18,48,1441
11,20,16,45,1052
11,21,30,44,1116
11,22,10,43,1372
11,23,15,43,1440
12,0,19,46,1123
12,1,26,41,1199
12,2,12,42,1053
12,3,16,55,1091
12,4,32,53,1476
12,5,21,47,1062
12,6,13,43,1064
12,7,11,43,1282
12,8,10,44,1231
12,9,32,44,1288
12,10,30,51,1030
12,11,9,41,1476
12,12,26,44,1436
12,13,8,42,1233
12,14,11,43,1207
12,15,20,51,1437
12,16,8,52,1181
12,17,17,44,1086
12,18,19,52,1399
12,19,23,43,1026
12,20,7,48,1108
12,21,16,42,1295
12,22,20,43,1476
12,23,16,46,1065
13,0,22,51,1384
13,1,22,53,1214
13,2,18,47,1500
13,3,10,52,1418
13,4,22,48,1296
13,5,8,52,1327
13,6,19,50,1207
13,7,20,42,1467
13,8,13,42,1292
13,9,13,52,1001
13,10,19,54,1238
13,11,34,44,1382
13,12,27,46,1475
13,13,23,49,1179
13,14,33,48,1414
13,15,9,40,1369
13,16,22,41,1213
13,17,16,41,1435
13,18,9,55,1094
13,19,10,44,1187
13,20,8,40,1161
13,21,31,41,1159
13,22,20,48,1162
13,23,23,41,1176
14,0,9,45,1254
14,1,22,47,1079
14,2,14,43,1141
14,3,13,41,1121
14,4,27,52,1372
14,5,33,48,1265
14,6,21,50,1190
14,7,5,50,1360
14,8,9,48,1410
14,9,26,48,1069
14,10,6,44,1453
14,11,13,43,1114
14,12,20,52,1392
14,13,31,52,1439
14,14,25,46,1373
14,15,31,47,1451
14,16,13,48,1030
14,17,24,53,1381
14,18,8,49,1305
14,19,28,54,1131
14,20,17,52,1310
14,21,7,45,1189
14,22,15,49,1263
14,23,11,55,1488
15,0,22,40,1471
15,1,28,43,1247
15,2,32,42,1396
15,3,13,48,1160
15,4,32,48,1072
15,5,14,46,1361
15,6,11,40,1245
15,7,15,51,1354
15,8,5,52,1027
15,9,13,45,1314
15,10,15,46,1010
15,11,24,40,1269
15,12,21,44,1001
15,13,10,49,1251
15,14,5,51,1149
15,15,13,54,1256
15,16,15,44,1191
15,17,16,45,1410
15,18,31,43,1035
15,19,21,50,1212
15,20,24,48,1420
15,21,32,45,1089
15,22,30,47,1288
15,23,9,49,1051
16,0,9,54,1270
16,1,21,43,1017
16,2,24,40,1054
16,3,18,40,1354
16,4,11,51,1353
16,5,12,50,1321
16,6,29,42,1146
16,7,16,50,1141
16,8,31,47,1138
16,9,30,53,1274
16,10,29,41,1323
16,11,24,51,1222
16,12,35,54,1206
16,13,8,46,1250
16,14,10,45,1049
16,15,17,51,1327
16,16,6,40,1065
16,17,16,47,1148
16,18,9,41,1346
16,19,8,49,1377
16,20,26,48,1057
16,21,15,53,1419
16,22,19,42,1500
16,23,34,42,1127
17,0,22,53,1470
17,1,14,49,1043
17,2,13,54,1010
17,3,20,55,1220
17,4,18,53,1433
17,5,26,48,1267
17,6,34,45,1375
17,7,31,44,1059
17,8,25,44,1115
17,9,13,41,1470
17,10,26,50,1177
17,11,30,54,1423
17,12,35,42,1093
17,13,25,52,1222
17,14,10,48,1274
17,15,10,48,1288
17,16,34,46,1342
17,17,20,54,1281
17,18,35,44,1333
17,19,34,40,1304
17,20,20,45,1486
17,21,12,41,1495
17,22,35,44,1043
17,23,27,41,1252
18,0,33,55,1123
18,1,31,51,1267
18,2,15,46,1438
18,3,8,48,1395
18,4,17,51,1469
18,5,5,43,1405
18,6,26,46,1097
18,7,26,53,1354
18,8,23,54,1266
18,9,13,53,1468
18,10,19,48,1077
18,11,21,53,1349
18,12,34,53,1333
18,13,12,53,1478
18,14,32,51,1099
18,15,22,49,1280
18,16,12,51,1230
18,17,35,43,1427
18,18,27,50,1262
18,19,12,43,1459
18,20,20,49,1116
18,21,25,47,1105
18,22,18,49,1255
18,23,12,40,1299
19,0,6,41,1320
19,1,21,53,1390
19,2,27,55,1308
19,3,29,48,1446
19,4,19,54,1020
19,5,11,43,1379
19,6,16,52,1232
19,7,7,40,1378
19,8,30,47,1457
19,9,27,45,1179
19,10,28,44,1241
19,11,9,50,1398
19,12,5,50,1428
19,13,20,53,1008
19,14,11,54,1312
19,15,9,49,1181
19,16,13,41,1277
19,17,17,53,1159
19,18,10,42,1091
19,19,19,44,1013
19,20,28,53,1453
19,21,5,42,1288
19,22,5,50,1329
19,23,7,50,1407
20,0,19,46,1151
20,1,12,50,1417
20,2,8,47,1185
20,3,31,54,1359
20,4,9,44,1264
20,5,17,40,1147
20,6,25,51,1215
20,7,27,45,1245
20,8,22,51,1020
20,9,26,50,1042
20,10,24,55,1188
20,11,12,43,1475
20,12,7,40,1331
20,13,21,48,1378
20,14,11,53,1098
20,15,8,49,1374
20,16,13,45,1491
20,17,20,55,1096
20,18,18,46,1002
20,19,29,47,1068
20,20,8,45,1251
20,21,9,50,1179
20,22,28,44,1222
20,23,34,53,1073
21,0,17,48,1154
21,1,15,53,1057
21,2,18,50,1428
21,3,22,47,1031
21,4,11,41,1389
21,5,12,47,1197
21,6,29,51,1044
21,7,8,43,1314
21,8,31,42,1212
21,9,9,41,1246
21,10,24,54,1343
21,11,24,54,1259
21,12,5,53,1461
21,13,20,55,1242
21,14,35,40,1036
21,15,22,41,1362
21,16,32,43,1172
21,17,6,54,1182
21,18,25,47,1308
21,19,14,43,1296
21,20,25,41,1216
21,21,10,41,1016
21,22,13,54,1321
21,23,21,53,1379
22,0,8,49,1171
22,1,32,44,1060
22,2,9,50,1243
22,3,26,42,1254
22,4,5,41,1263
22,5,18,55,1035
22,6,10,50,1243
22,7,34,46,1095
22,8,22,50,1162
22,9,14,50,1046
22,10,14,50,1141
22,11,34,40,1119
22,12,27,47,1489
22,13,24,55,1252
22,14,34,51,1229
22,15,17,45,1040
22,16,29,45,1435
22,17,23,47,1457
22,18,33,41,1100
22,19,10,53,1058
22,20,19,55,1037
22,21,12,40,1165
22,22,12,42,1319
22,23,9,45,1219
23,0,6,49,1377
23,1,35,55,1288
23,2,12,47,1104
23,3,5,41,1183
23,4,34,43,1460
23,5,13,51,1305
23,6,25,51,1105
23,7,32,43,1328
23,8,12,42,1306
23,9,14,45,1026
23,10,7,40,1024
23,11,9,48,1005
23,12,9,48,1457
23,13,15,40,1272
23,14,27,43,1087
23,15,21,45,1001
23,16,16,40,1325
23,17,6,54,1206
23,18,18,44,1257
23,19,20,46,1469
23,20,9,40,1445
23,21,34,41,1302
23,22,17,45,1072
23,23,15,49,1104
24,0,19,48,1455
24,1,14,52,1420
24,2,9,53,1466
24,3,22,42,1122
24,4,11,46,1494
24,5,11,53,1000
24,6,15,47,1310
24,7,10,52,1272
24,8,35,41,1081
24,9,27,44,1399
24,10,8,41,1287
24,11,17,43,1211
24,12,30,52,1443
24,13,7,40,1113
24,14,28,52,1169
24,15,34,47,1108
24,16,21,49,1261
24,17,18,40,1364
24,18,11,55,1491
24,19,22,48,1462
24,20,29,46,1465
24,21,33,50,1181
24,22,25,52,1165
24,23,27,41,1120
25,0,13,50,1055
25,1,31,51,1185
25,2,33,41,1449
25,3,17,49,1418
25,4,23,42,1029
25,5,28,40,1432
25,6,33,42,1358
25,7,8,45,1228
25,8,32,41,1235
25,9,25,55,1101
25,10,31,52,1133
25,11,32,41,1120
25,12,32,54,1332
25,13,35,42,1309
25,14,22,51,1039
25,15,20,42,1275
25,16,21,47,1280
25,17,24,43,1383
25,18,30,50,1296
25,19,11,43,1264
25,20,18,46,1245
25,21,17,46,1156
25,22,25,42,1251
25,23,6,40,1005
26,0,6,51,1475
26,1,16,49,1208
26,2,29,41,1370
26,3,9,43,1443
26,4,35,46,1259
26,5,7,49,1029
26,6,23,42,1165
26,7,22,53,1445
26,8,7,40,1067
26,9,25,55,1147
26,10,14,51,1151
26,11,29,55,1051
26,12,29,40,1292
26,13,16,45,1207
26,14,18,43,1072
26,15,27,51,1153
26,16,21,51,1039
26,17,13,54,1436
26,18,13,41,1364
26,19,29,46,1128
26,20,17,49,1145
26,21,11,53,1198
26,22,10,54,1210
26,23,35,50,1389
27,0,14,49,1149
27,1,30,42,1161
27,2,25,41,1106
27,3,15,53,1322
27,4,9,55,1332
27,5,30,47,1423
27,6,7,43,1146
27,7,23,53,1224
27,8,32,40,1011
27,9,5,50,1469
27,10,21,46,1446
27,11,7,41,1473
27,12,7,51,1055
27,13,12,44,1437
27,14,10,47,1112
27,15,19,43,1126
27,16,8,51,1249
27,17,20,54,1201
27,18,9,43,1497
27,19,34,49,1245
27,20,16,52,1268
27,21,16,41,1091
27,22,26,47,1163
